num_prefs,scale,instance_idx,seed,front_type,point_idx,f1,f2
150,s3_n100,0,20260701,all,102,0.29149770395687175,0.9043049840414027
150,s3_n100,0,20260701,all,103,0.29149770395687175,0.9043049840414027
150,s3_n100,0,20260701,all,104,0.29149770395687175,0.9043049840414025
150,s3_n100,0,20260701,all,105,0.29149770395687175,0.9043049840414025
150,s3_n100,0,20260701,all,106,0.29149770395687175,0.9043049840414025
150,s3_n100,0,20260701,all,107,0.29149770395687175,0.9043049840414025
150,s3_n100,0,20260701,all,108,0.29149770395687175,0.9043049840414025
150,s3_n100,0,20260701,all,109,0.29149770395687175,0.9043049840414025
150,s3_n100,0,20260701,all,110,0.29149770395687175,0.9043049840414025
150,s3_n100,0,20260701,all,111,0.29149770395687175,0.9043049840414025
150,s3_n100,0,20260701,all,112,0.29149770395687175,0.9043049840414025
150,s3_n100,0,20260701,all,113,0.29149770395687175,0.9043049840414025
150,s3_n100,0,20260701,all,114,0.29149770395687175,0.9043049840414025
150,s3_n100,0,20260701,all,115,0.29149770395687175,0.9043049840414025
150,s3_n100,0,20260701,all,116,0.29149770395687175,0.9043049840414025
150,s3_n100,0,20260701,all,117,0.29149770395687175,0.9043049840414025
150,s3_n100,0,20260701,all,118,0.29149770395687175,0.9043049840414025
150,s3_n100,0,20260701,all,119,0.29149770395687175,0.9043049840414025
150,s3_n100,0,20260701,all,120,0.29149770395687175,0.9043049840414025
150,s3_n100,0,20260701,all,121,0.2755834062820288,0.9479628787624519
150,s3_n100,0,20260701,all,122,0.2755834062820288,0.9479628787624519
150,s3_n100,0,20260701,all,123,0.2755834062820288,0.9479628787624519
150,s3_n100,0,20260701,all,124,0.2755834062820288,0.9479628787624519
150,s3_n100,0,20260701,all,125,0.2755834062820288,0.9479628787624519
150,s3_n100,0,20260701,all,126,0.2755834062820288,0.9479628787624519
150,s3_n100,0,20260701,all,127,0.2755834062820288,0.9479628787624519
150,s3_n100,0,20260701,all,128,0.29149770395687175,0.9043049840414025
150,s3_n100,0,20260701,all,129,0.29149770395687175,0.9043049840414025
150,s3_n100,0,20260701,all,130,0.29149770395687175,0.9043049840414025
150,s3_n100,0,20260701,all,131,0.29149770395687175,0.9043049840414025
150,s3_n100,0,20260701,all,132,0.29149770395687175,0.9043049840414025
150,s3_n100,0,20260701,all,133,0.29149770395687175,0.9043049840414025
150,s3_n100,0,20260701,all,134,0.28686253726098915,0.8773949803852711
150,s3_n100,0,20260701,all,135,0.28686253726098915,0.8773949803852711
150,s3_n100,0,20260701,all,136,0.28686253726098915,0.8773949803852711
150,s3_n100,0,20260701,all,137,0.28686253726098915,0.8773949803852711
150,s3_n100,0,20260701,all,138,0.28686253726098915,0.8773949803852711
150,s3_n100,0,20260701,all,139,0.29084574391442397,0.8773949803852711
150,s3_n100,0,20260701,all,140,0.29084574391442397,0.8773949803852711
150,s3_n100,0,20260701,all,141,0.29084574391442397,0.8773949803852711
150,s3_n100,0,20260701,all,142,0.29084574391442397,0.8773949803852711
150,s3_n100,0,20260701,all,143,0.29084574391442397,0.8773949803852711
150,s3_n100,0,20260701,all,144,0.2890392289999465,0.7795431326397908
150,s3_n100,0,20260701,all,145,0.2890392289999465,0.7795431326397908
150,s3_n100,0,20260701,all,146,0.2890392289999465,0.7795431326397908
150,s3_n100,0,20260701,all,147,0.2890392289999465,0.7795431326397908
150,s3_n100,0,20260701,all,148,0.270642109383478,0.82320102736084
150,s3_n100,0,20260701,all,149,0.25082709711968604,0.7081626506529234
150,s3_n100,0,20260701,nd,0,0.2755834062820288,0.9479628787624519
150,s3_n100,0,20260701,nd,1,0.30137462672500404,0.9043049840414027
150,s3_n100,0,20260701,nd,2,0.3109136374618391,0.8872033867994895
150,s3_n100,0,20260701,nd,3,0.3173715520337335,0.8542420636698618
150,s3_n100,0,20260701,nd,4,0.3271437143949846,0.8372712678552182
150,s3_n100,0,20260701,nd,5,0.33376844862329635,0.8132159602897522
150,s3_n100,0,20260701,nd,6,0.3392020540973991,0.7938956641484112
150,s3_n100,0,20260701,nd,7,0.34115575983327073,0.7491510907305889
200,s3_n100,0,20260701,all,0,0.3406098534066261,0.6548914512365673
200,s3_n100,0,20260701,all,1,0.3406098534066261,0.6548914512365673
200,s3_n100,0,20260701,all,2,0.3406098534066261,0.6548914512365673
200,s3_n100,0,20260701,all,3,0.3406098534066261,0.6548914512365673
200,s3_n100,0,20260701,all,4,0.33734510177737315,0.6548914512365673
200,s3_n100,0,20260701,all,5,0.33734510177737315,0.6548914512365673
200,s3_n100,0,20260701,all,6,0.33734510177737315,0.6548914512365673
200,s3_n100,0,20260701,all,7,0.33734510177737315,0.6548914512365673
200,s3_n100,0,20260701,all,8,0.3395676912207148,0.6548914512365673
200,s3_n100,0,20260701,all,9,0.3395676912207148,0.6548914512365673
200,s3_n100,0,20260701,all,10,0.3395676912207148,0.6548914512365673
200,s3_n100,0,20260701,all,11,0.3395676912207148,0.6548914512365673
200,s3_n100,0,20260701,all,12,0.3395676912207148,0.6548914512365673
200,s3_n100,0,20260701,all,13,0.3395676912207148,0.6548914512365673
200,s3_n100,0,20260701,all,14,0.3395676912207148,0.6548914512365673
200,s3_n100,0,20260701,all,15,0.3395676912207148,0.6548914512365673
200,s3_n100,0,20260701,all,16,0.3395676912207148,0.6548914512365673
200,s3_n100,0,20260701,all,17,0.3395676912207147,0.6548914512365673
200,s3_n100,0,20260701,all,18,0.34115575983327073,0.7491510907305889
200,s3_n100,0,20260701,all,19,0.34115575983327073,0.7491510907305889
200,s3_n100,0,20260701,all,20,0.3411557598332706,0.7491510907305889
200,s3_n100,0,20260701,all,21,0.3411557598332706,0.7491510907305889
200,s3_n100,0,20260701,all,22,0.34115575983327073,0.7491510907305889
200,s3_n100,0,20260701,all,23,0.3392020540973991,0.7938956641484112
200,s3_n100,0,20260701,all,24,0.3392020540973991,0.7938956641484112
200,s3_n100,0,20260701,all,25,0.3392020540973991,0.7938956641484112
200,s3_n100,0,20260701,all,26,0.3392020540973991,0.7938956641484112
200,s3_n100,0,20260701,all,27,0.3392020540973991,0.7938956641484112
200,s3_n100,0,20260701,all,28,0.339202054097399,0.7938956641484113
200,s3_n100,0,20260701,all,29,0.339202054097399,0.7938956641484113
